features.type,features.geometry,features.properties.NAME,features.properties.REFERENCE,features.properties.ASSETTYPE,features.properties.ASSETLOCATION,features.properties.CNTR_X,features.properties.CNTR_Y,lacd
"Feature","","Reedsmire Pond","0137/001","Attenuation Pond","Huddersfield",417692.08897743,420882.43059631,"E08000033"
"Feature","","Pond, Lynton Grove, Bradshaw","0779/010","Attenuation Pond","Halifax",408288.71765681,430318.12808867,"E08000033"
"Feature","","Pond, between Causeway Foot and Bradshaw","","Attenuation Pond","Halifax",407521.489,430259.115,"E08000033"
"Feature","","Pond, between Causeway Foot and Bradshaw","","Attenuation Pond","Halifax",407509.874,430225.941,"E08000033"
"Feature","","Pond, near Cragg Vale","0824/007","Attenuation Pond","Cragg Vale",401789.63034433,423579.26204466,"E08000033"
"Feature","","Pond, near Cragg Vale","0824/007A","Attenuation Pond","Cragg Vale",401814.903153,423574.78799056,"E08000033"
"Feature","","Pond, Mytholmroyd","0836/001","Attenuation Pond","Mytholmroyd",401044.71701958,426345.3406763,"E08000033"
"Feature","","Pond, Dog Lane, Stainland","0249/2","Attenuation Pond","Stainland",407002.42735195,418899.70294915,"E08000033"
"Feature","","Pond, Copley","148313","Attenuation Pond","Halifax",407807.73589974,422861.19489209,"E08000033"
"Feature","","Pond, Calderdale","0358/006","Attenuation Pond","Halifax",409797.05890071,424337.06465133,"E08000033"
"Feature","","Old town reservoir","","Attenuation Pond","Hebden Bridge",400278.193,428641.784,"E08000033"
"Feature","","Pond off bridleway","","Attenuation Pond","Hebden Bridge",396761.633,426952.05,"E08000033"
"Feature","","Staups lane reservoir","","Attenuation Pond","Upper Eastwood",396021.917,426365.414,"E08000033"
"Feature","","Eastwood road pond 1","","Attenuation Pond","Todmorden",393838.516,426592.95,"E08000033"
"Feature","","Eastwood Road pond 2","0763/014","Attenuation Pond","Blackshaw Head",393956.23047475,426648.43958053,"E08000033"
"Feature","","Long Causeway pond","0261/12","Attenuation Pond","Blackshaw Head",394434.20713316,427610.79478351,"E08000033"
"Feature","","School Land Lane pond","0674/16","Attenuation Pond","Colden",395250.11435909,429143.48328624,"E08000033"
"Feature","","Yorkshire water waste water treatment works","","Attenuation Pond","Mytholmroyd",400897.9,426381.947,"E08000033"
"Feature","","Dean house lane pond","","Attenuation Pond","Luddenden",403918.586,426598.043,"E08000033"
"Feature","","Carr Lane millpond","0785/26","Attenuation Pond","Mytholmroyd",400373.63732958,426260.28372362,"E08000033"
"Feature","","Robinhood Activity Centre pond 1","0153/003","Attenuation Pond","Todmorden",392868.81106475,423726.18640067,"E08000033"
"Feature","","Robinhood Activity Centre pond 2","0246/004","Attenuation Pond","Todmorden",393081.77835761,423809.74474125,"E08000033"
"Feature","","Lee lane 2","","Attenuation Pond","Lumbutts",395718.356,423334.069,"E08000033"
"Feature","","Lumbutts Road","0507/34","Attenuation Pond","Lumbutts",395661.00916019,423377.15379866,"E08000033"
"Feature","","White Holme Reservoir","","Attenuation Pond","Warland",397795.444,418739.734,"E08000033"
"Feature","","Field House pond","0382/003","Attenuation Pond","Sowerby Bridge",404199.39499443,422728.7707825,"E08000033"
"Feature","","Willow Hall dam","148532","Attenuation Pond","Halifax",406355.95294679,424338.21434213,"E08000033"
"Feature","","Willow dam 1","0848/14","Attenuation Pond","Halifax",406355.95294679,424338.21434213,"E08000033"
"Feature","","Willow Hall dam 2","0848/19","Attenuation Pond","Halifax",406355.74069589,424337.61889442,"E08000033"
"Feature","","Sowerby pond","0848/7","Attenuation Pond","Halifax",406357.7397011,423970.57111548,"E08000033"
"Feature","","Hollins Lane pond","0672/005","Attenuation Pond","Halifax",405307.11714955,424098.15208264,"E08000033"
"Feature","","Old Mill pond","0507/23","Attenuation Pond","Lumbutts",395217.11679881,423698.18028637,"E08000033"
"Feature","","Ramsden Lane pond","0650/36","Attenuation Pond","Todmorden",392736.60759598,421344.2354258,"E08000033"
"Feature","","Stone House pond 1","0767/11","Attenuation Pond","Todmorden",394540.33251304,421078.79610597,"E08000033"
"Feature","","Stone House pond 2","0095/6","Attenuation Pond","Todmorden",394468.32534872,421116.43557488,"E08000033"
"Feature","","Stone House pond 3","0095/4","Attenuation Pond","Todmorden",394430.335,421115.13366667,"E08000033"
"Feature","","Withends Clough Reservoir pond 1","0881/006","Attenuation Pond","Cragg Vale",398126.01960789,422923.1682747,"E08000033"
"Feature","","Withends Clough Reservoir pond 2","","Attenuation Pond","Cragg Vale",397839.879,422638.1,"E08000033"
"Feature","","Withends Clough Reservoir pond 3","","Attenuation Pond","Mankinholes",397751.499,422684.647,"E08000033"
"Feature","","Withends Clough Reservoir pond 4","0881/94","Attenuation Pond","Mankinholes",397623.62431941,422752.78710464,"E08000033"
"Feature","","Withends Clough reservoir pond 5","","Attenuation Pond","Cragg Vale",398031.916,423181.942,"E08000033"
"Feature","","Gragg Hall pond","","Attenuation Pond","Cragg Vale",399914.313,423298.005,"E08000033"
"Feature","","Moorhill farm 1 and 2","","Attenuation Pond","Blackshaw Head",394441.037,428226.349,"E08000033"
"Feature","","Gorple pond 1","","Attenuation Pond","Colden",394414.733,431678.529,"E08000033"
"Feature","","Fixby Avenue pond","0851/9","Attenuation Pond","Halifax",407480.50760057,423968.13054358,"E08000033"
"Feature","","Copley valley road","","Attenuation Pond","Halifax",407377.138,423466.608,"E08000033"
"Feature","","Private Road next to railtrack pond","","Attenuation Pond","Halifax",407655.08,423068.972,"E08000033"
"Feature","","The Lodge pond","","Attenuation Pond","Halifax",408926.689,422723.062,"E08000033"
"Feature","","Gorple Reservoir pond 2","","Attenuation Pond","Colden",394095.177,431605.283,"E08000033"
"Feature","","Shelf dam","","Attenuation Pond","Stone Chair",411759.02,428150.582,"E08000033"
"Feature","","Upper Shelf dam pond","0787/014","Attenuation Pond","Stone Chair",411711.9327434,428220.67525679,"E08000033"
"Feature","","Lake House The Grove pond","148723","Attenuation Pond","Shelf",412308.45522536,428806.25608693,"E08000033"
"Feature","","Field bottom farm","","Attenuation Pond","Stone Chair",412269.719,427657.095,"E08000033"
"Feature","","Shibden brook pond 1","","Attenuation Pond","Stump Cross",410386.445,426884.581,"E08000033"
"Feature","","Shibden brook pond 2","","Attenuation Pond","Stump Cross",410366.556,426900.336,"E08000033"
"Feature","","Whiskers lane pond","","Attenuation Pond","Stump Cross",410048.198,427411.112,"E08000033"
"Feature","","Millpond House lake","0061/047","Attenuation Pond","Elland",409616.86593953,421501.93415832,"E08000033"
"Feature","","Black Brook pond 1","0061/20","Attenuation Pond","Elland",407865.54113177,420576.35199584,"E08000033"
"Feature","","Black Brook pond 2","0061/21","Attenuation Pond","Elland",407930.83488894,420588.47144459,"E08000033"
"Feature","","Skye House wood pond 1","0061/012","Attenuation Pond","Elland",407467.68265242,420558.25482637,"E08000033"
"Feature","","Skye House wood pond 2","0061/012A","Attenuation Pond","Elland",407493.54860062,420573.41747544,"E08000033"
"Feature","","Gate Head farm","0209/003","Attenuation Pond","Elland",407768.0061708,420768.9340471,"E08000033"
"Feature","","Pond, Norland Rd, Greetland","0209/007","Attenuation Pond","Elland",406776.219,421287.19,"E08000033"
"Feature","","Brian Royd Angling Club pond","0223/003","Attenuation Pond","Elland",407990.15003833,421078.22001591,"E08000033"
"Feature","","Junction 25 M62","0667/006","Attenuation Pond","Brighouse",416423.16976404,421926.11596821,"E08000033"
"Feature","","Blake law lane","0584/003","Attenuation Pond","Brighouse",417077.389,422865.439,"E08000033"
"Feature","","North Cut 1","0215/8","Attenuation Pond","Brighouse",413377.91451069,422837.63246954,"E08000033"
"Feature","","North Cut 2","149001","Attenuation Pond","Brighouse",413377.81111632,422837.56898096,"E08000033"
"Feature","","North Cut 3","0215/10","Attenuation Pond","Brighouse",413277.98819704,422720.84306869,"E08000033"
"Feature","","Freemans Cut","0215/12","Attenuation Pond","Brighouse",412912.94207961,422568.3782825,"E08000033"
"Feature","","Cromwell Bottom Nature reserve pond","0667/019","Attenuation Pond","Brighouse",412960.47651939,422348.45466679,"E08000033"
"Feature","","Treetops house","0193/015","Attenuation Pond","Norwood Green",413408.32,426937.239,"E08000033"
"Feature","","Field bottom farm","0787/006","Attenuation Pond","Stone Chair",412320.75,427689.05,"E08000033"
"Feature","","Shibden Park Lake","0718/4","Attenuation Pond","Stump Cross",410989.54486723,425915.02319271,"E08000033"
"Feature","","Lumb Lane pond","0747/003","Attenuation Pond","Cotton Stones",402986.95331015,421511.67797153,"E08000033"
"Feature","","Lower mill bank road pond","","Attenuation Pond","Mill Bank",403564.708,421173.178,"E08000033"
"Feature","","Dene Farm pond","0694/003A","Attenuation Pond","Triangle",404030.32030555,421509.37955667,"E08000033"
"Feature","","Kebroyd old mill pond","","Attenuation Pond","Ripponden Wood",404010.125,421303.582,"E08000033"
"Feature","","Bar Lane pond 1","0668/038","Attenuation Pond","Ripponden",402874.41128621,418632.97909621,"E08000033"
"Feature","","Bar lane pond 2","","Attenuation Pond","Ripponden",402739.013,418643.858,"E08000033"
"Feature","","Bar Lane pond 3","0668/040","Attenuation Pond","Ripponden",402524.7158771,418648.20987447,"E08000033"
"Feature","","Swift Place pond","0668/041","Attenuation Pond","Ripponden",402644.96806666,418931.53864042,"E08000033"
"Feature","","Rochdale Road pond","0085/002","Attenuation Pond","Ripponden",401739.52868049,419104.2155883,"E08000033"
"Feature","","Midgleden farm bridge","80565","Bridge Abutment","Clough Foot",390470.998,424082.933,"E08000033"
"Feature","","Coal clough bridge","0150/1","Bridge Abutment","Todmorden - Coal Clough Road",390537.025,426962.053,"E08000033"
"Feature","","Clough foot bridge","0534/25","Bridge Abutment","Clough Foot",390651.006,423767.027,"E08000033"
"Feature","","Pudsey clough bridge","0644/6","Bridge Abutment","Todmorden - Forest of Burnley",390743.003,427149.001,"E08000033"
"Feature","","Clough foot bridge no 2","0534/10","Bridge Abutment","Clough Foot",390746.968,423760.938,"E08000033"
"Feature","","Clough foot Footbridge no 3","0534/20","Bridge Abutment","Clough Foot",390838.956,423781.005,"E08000033"
"Feature","","Tipperden farm bridge no 2","0628/6","Bridge Abutment","Shore",390845.958,427817.026,"E08000033"
"Feature","","Tipperden farm bridge","0628/8","Bridge Abutment","Shore",390934.99,427918.989,"E08000033"
"Feature","","Gorpley clough Footbridge no4","0312/41","Bridge Abutment","Clough Foot",391204.994,422999.049,"E08000033"
"Feature","","Parrock farm bridge","80601","Bridge Abutment","Todmorden",391311.973,426480.996,"E08000033"
"Feature","","Gorpley clough Footbridge no 3","0312/18","Bridge Abutment","Clough Foot",391369.311,423317.933,"E08000033"
"Feature","","Ingfield terrace bridge","80607","Bridge Abutment","Todmorden",391372.986,426157.001,"E08000033"
"Feature","","pastures farm footbridge","0278/19","Bridge Abutment","Todmorden",392813.969,422159.063,"E08000033"
"Feature","","The sportsman Bridge","0661/26","Bridge Abutment","Hawks Stones - Kebs Road",392931.012,427462.988,"E08000033"
"Feature","","Scrapers lane footbridge","0055/3","Bridge Abutment","Todmorden",393842.018,425412.028,"E08000033"
"Feature","","Oakhill clough bridge","0585/6","Bridge Abutment","Todmorden",393859.009,425094.021,"E08000033"
"Feature","","Oakhill clough bridge no 2","0585/3","Bridge Abutment","Todmorden",393860.031,425118.052,"E08000033"
"Feature","","Windy harbour lane Footbridge","0332/9","Bridge Abutment","Todmorden",393974.984,426221.048,"E08000033"
"Feature","","Hudson mill road bridge","0192/36","Bridge Abutment","Colden",396485.027,428164.994,"E08000033"
"Feature","","Jumble hole road bridge no 2","0438/2","Bridge Abutment","Hebden Bridge",396590.969,426570.995,"E08000033"
"Feature","","Jumble hole road bridge no1","0438/47","Bridge Abutment","Hebden Bridge",396602.154,426533.157,"E08000033"
"Feature","","Hebden water Footbridge","80704","Bridge Abutment","Slack",397128.962,430620.025,"E08000033"
"Feature","","Hebden water footbridge no 2","0362/34","Bridge Abutment","Slack",397190.03,430570.476,"E08000033"
"Feature","","Gibson mill bridge","0362/56","Bridge Abutment","Slack -  Gibson Mill",397298.99,429837.303,"E08000033"
"Feature","","Hudson mill road bridge","0191/32","Bridge Abutment","Slack",397692.778,428237.978,"E08000033"
"Feature","","Colden Road Footbridge","0191/45","Bridge Abutment","Hebden Bridge",398187.78,427846.001,"E08000033"
"Feature","","Calder way sleeper bridge","0706/10","Bridge Abutment","Shackleton",398392.744,429077.663,"E08000033"
"Feature","","Shore green footbridge","0886/11","Bridge Abutment","Shore",391472.996,426549.01,"E08000033"
"Feature","","Gorpley clough footbridge no2","0312/12","Bridge Abutment","Todmorden",391527.391,423414.324,"E08000033"
"Feature","","Gorpley clough footbridge","0312/5","Bridge Abutment","Todmorden",391778.281,423514.894,"E08000033"
"Feature","","Gorpley clough bridge","0312/2","Bridge Abutment","Todmorden",391867.994,423517.962,"E08000033"
"Feature","","Hoyd house footbridge no2","0661/2","Bridge Abutment","Shore",392115.467,426633.538,"E08000033"
"Feature","","Dene farm non vehicular footbridge","0278/10","Bridge Abutment","Todmorden",392247.018,422259.005,"E08000033"
"Feature","","Dean farm footbridge","0232/7","Bridge Abutment","Todmorden - Gauxholme",392343.254,423073.687,"E08000033"
"Feature","","Ramsdon Lane Footbridge","0650/5","Bridge Abutment","Todmorden",392430.02,421482.996,"E08000033"
"Feature","","Kebs road bridge","0661/8","Bridge Abutment","Hawks Stones - Farm Track",392670.96,427173.008,"E08000033"
"Feature","","Stoney royd bridge","","Bridge Abutment","Todmorden",392690.982,425605.981,"E08000033"
"Feature","","Eaves road bridge","80721","Bridge Abutment","Hebden Bridge",398439.046,427497.993,"E08000033"
"Feature","","Calderway footbridge","0292/1","Bridge Abutment","Shackleton",398493.813,429064.722,"E08000033"
"Feature","","Midgehole vehicular bridge","0362/28","Bridge Abutment","Midgehole",398828.81,429061.503,"E08000033"
"Feature","","Bridge clough footbridge","0109/20","Bridge Abutment","Pecket Well",398853.873,430072.945,"E08000033"
"Feature","","Hob Cote bridge","0109/2","Bridge Abutment","Midgehole",398901.815,429139.918,"E08000033"
"Feature","","Coppy lane bridge","0506/12","Bridge Abutment","Pecket Well",399235.995,431350.052,"E08000033"
"Feature","","Sunny Bank Lane Bridge","0156/8","Bridge Abutment","Cragg Vale",400241.993,423506.939,"E08000033"
"Feature","","Cragg Road Vehicular bridge","","Bridge Abutment","Cragg Vale",400540.008,423741.935,"E08000033"
"Feature","","Cragg Road Bridge","0206/25","Bridge Abutment","Cragg Vale",400715.004,424240.951,"E08000033"
"Feature","","Cragg Lane Bridge","0206/15","Bridge Abutment","Cragg Vale",400734.965,424574.509,"E08000033"
"Feature","","School Cote Brow Footbridge","0779/35","Bridge Abutment","Halifax",408569.995,429537.029,"E08000033"
"Feature","","School Cote Brow Bridge","0779/33","Bridge Abutment","Halifax",408650.986,429411.011,"E08000033"
"Feature","","Spurstowe timber footbridge on a private pond","0442/27","Bridge Abutment","Todmorden",394311.019,424615.011,"E08000033"
"Feature","","Strines Beck Bridge","80793","Bridge Abutment","Halifax",408527.016,430381.983,"E08000033"
"Feature","","Branch Road Vehicle Bridge","0061/163","Bridge Abutment","Stainland - Branch Road",406877.031,419273.028,"E08000033"
"Feature","","Badger wood footbridge","0482/7","Bridge Abutment","Todmorden",394323.065,423967.221,"E08000033"
"Feature","","Rochdale Road Bridge","0668/45","Bridge Abutment","Sowerby Bridge",405385.028,422863.053,"E08000033"
"Feature","","Upper Cockcroft Farm Bridge","81886","Bridge Abutment","Rishworth",402425.958,418043.03,"E08000033"
"Feature","","Bank House Lane Culvert","0164/107","Bridge Abutment","Wainstalls",404165.991,428095.032,"E08000033"
"Feature","","Saltonsall lane pipe","0164/23","Bridge Abutment","Wainstalls",404155.75,428424.244,"E08000033"
"Feature","","Work house farm Footbridge","0192/25","Bridge Abutment","Colden - Edge Lane",394435.973,429604.935,"E08000033"
"Feature","","Centre Vale Park Footbridge","81904","Bridge Abutment","Todmorden",393332.02,424458.006,"E08000033"
"Feature","","Black edge Footbridge","0202/1","Bridge Abutment","Cragg Vale",399806.02,421909.99,"E08000033"
"Feature","","Hollingworth clough Bridge","0059/50","Bridge Abutment","Todmorden - Salter Rake Gate",394008.652,422228.432,"E08000033"
"Feature","","Withens clough Bridge","0881/35","Bridge Abutment","Cragg Vale",398501.015,423186.996,"E08000033"
"Feature","","Withens clough bridge no 2","0822/24","Bridge Abutment","Cragg Vale",398707.989,423033.959,"E08000033"
"Feature","","Berry Mill Lane Footbridge","0659/30","Bridge Abutment","Sowood - Berry Mill Lane",406045.976,417546.994,"E08000033"
"Feature","","Todmorden moor footbridge","0009/2","Bridge Abutment","Clough Foot",390419.013,424348.958,"E08000033"
"Feature","","Daisy bank clough Footbridge","0388/12","Bridge Abutment","Blackshaw Head",395411.98,427161.942,"E08000033"
"Feature","","New Delight Inn bridge","0192/50","Bridge Abutment","Colden - Jack Bridge",396239.045,428225.053,"E08000033"
"Feature","","New Road Bridge","0192/40","Bridge Abutment","Colden",395921.479,428529.63,"E08000033"
"Feature","","Penine way bridge","81139","Bridge Abutment","Colden",394708.022,432241.041,"E08000033"
"Feature","","New orchard bridge","0192/42","Bridge Abutment","Colden",395730.053,428730.962,"E08000033"
"Feature","","Stainland Dean Bridge","81182","Bridge Abutment","Sowood",406336.99,418254.953,"E08000033"
"Feature","","Till Carr Lane Foot Bridge","0093/7","Bridge Abutment","Brighouse",414103.001,425752.993,"E08000033"
"Feature","","Jerusalem Farm Footbridge","0503/122","Bridge Abutment","Booth",403318.995,428185.056,"E08000033"
"Feature","","Stone Widdop Bridge","","Bridge Abutment","Colden",395556.028,432141.005,"E08000033"
"Feature","","Salt pie farm Bridge","0192/23","Bridge Abutment","Colden",395340.996,429151.004,"E08000033"
"Feature","","Hoyd house Footbridge","0354/21","Bridge Abutment","Shore",391905.009,426618.994,"E08000033"
"Feature","","South hollingwoth barn bridge","82617","Bridge Abutment","Todmorden",393791.995,421538.02,"E08000033"
"Feature","","Rudd Lane bridge","82623","Bridge Abutment","Cragg Vale",399727.02,423108.993,"E08000033"
"Feature","","Luddenden lane Footbridge","0503/26","Bridge Abutment","Luddenden Foot",404164.987,425573.994,"E08000033"
"Feature","","Midgehole bridge 2","82634","Bridge Abutment","Midgehole",398790.04,429055.061,"E08000033"
"Feature","","Brookfoot Lane Bridge","0653/117","Bridge Abutment","Brighouse",413484.152,423434.396,"E08000033"
"Feature","","Stainland Road Asset","98649","Bridge Abutment","Elland",409392.945,421034.968,"E08000033"
"Feature","","Ullswater Drive Asset","0070/4","Bridge Abutment","Low Bentley",413605.287,428586.685,"E08000033"
"Feature","","Cragg Lane Bridge","0857/7","Bridge Abutment","Cragg Vale",400476.935,424402.808,"E08000033"
"Feature","","Stainland Road Bridge","0033/21","Bridge Abutment","Barkisland",405765.092,419827.521,"E08000033"
"Feature","","Cragg Road Footbridge","0857/1","Bridge Abutment","Cragg Vale",400697.693,424429.088,"E08000033"
"Feature","","Pudsey road sluice","0662/1","Control Gates","Todmorden",390800.983,426684.035,"E08000033"
"Feature","","Pudsey road screen","0662/7","Screen","Todmorden",390801.033,426543.067,"E08000033"
"Feature","","Pudsey road sluice return","0662/1","Control Gates","Todmorden",390825.032,426602.989,"E08000033"
"Feature","","Screen/Grille friedhurst road","80608","Screen","Todmorden",391390.969,426213.043,"E08000033"
"Feature","","Bearnshaw tower asset no 1","0462/2","Screen","Todmorden",389889.026,426151.991,"E08000033"
"Feature","","Ramsdon Lane Inlet","80666","Simple Culvert","Todmorden",392694.994,421376.982,"E08000033"
"Feature","","Monas terrace screen","0627/3","Screen","Todmorden",392980.005,422401.018,"E08000033"
"Feature","","Shoebroad Lane screen","0494/3","Screen","Todmorden",393736.97,423596.931,"E08000033"
"Feature","","Hole Bottom Road screen","80692","Screen","Todmorden - Ratcher House",393860.002,425341.019,"E08000033"
"Feature","","Hebden water Stepping Stones","0639/4","Weir","Slack",397095.178,430365.146,"E08000033"
"Feature","","Hebden water weir","0362/22","Weir","Slack",397133.965,430106.215,"E08000033"
"Feature","","Calderway weir","0362/32","Weir","Slack",397238.019,429952.942,"E08000033"
"Feature","","Gibson mill stepping stones/weir","0362/53","Weir","Slack",397336.208,429791.329,"E08000033"
"Feature","","Hebden water Stepping Stones no 2","0362/51","Weir","Slack",397359.661,429652.353,"E08000033"
"Feature","","Hudson mill road sluice","0637/2","Control Gates","Slack",397641.403,428231.107,"E08000033"
"Feature","","Hebden water Stepping Stones no 3","80716","Spillway","Slack",397830.031,429238.001,"E08000033"
"Feature","","Hebden water weir no 2","0362/70","Weir","Slack",398088.287,429109.715,"E08000033"
"Feature","","Bluebell lane screen","80613","Screen","Shore",391438.019,426828.007,"E08000033"
"Feature","","Blubell lane screen no 2","0277/37","Screen","Shore",391657.01,426639.018,"E08000033"
"Feature","","Foul clough road culvert","0657/1","Simple Culvert","Todmorden",391677.976,421739.072,"E08000033"
"Feature","","Ramsden clough screen","0650/46","Screen","Todmorden",391733.985,421378.045,"E08000033"
"Feature","","Gorpley clough screen","0315/3","Screen","Todmorden",391883.996,423571.003,"E08000033"
"Feature","","Calder way weir no 2","0362/64","Weir","Slack",398461.031,429025.015,"E08000033"
"Feature","","Old weir","0109/10","Weir","Midgehole",398894.914,429492.266,"E08000033"
"Feature","","Hebden bridge sluice gate","0362/6","Flood Gate","Hebden Bridge",399300.01,428589.009,"E08000033"
"Feature","","Black Stone Edge Asset","0834/1","Spillway","Cragg Vale",400155.988,422707.022,"E08000033"
"Feature","","Cragg Road Culvert","0186/1","Simple Culvert","Cragg Vale",400326.031,423323.929,"E08000033"
"Feature","","Cragg Brooke Sluice","0156/1","Spillway","Cragg Vale",400406.022,423600.958,"E08000033"
"Feature","","Cragg Brooke Sluice","0206/43","Spillway","Cragg Vale",400501.991,423697.984,"E08000033"
"Feature","","Thorney Lane Culvert","0552/2","Simple Culvert","Midgley",403325.655,427022.387,"E08000033"
"Feature","","Stansfield Mill Lan Sluice","0668/22","Control Gates","Triangle",404512.98,422283.973,"E08000033"
"Feature","","Weir Head Race","0503/21","Weir","Luddenden",404207.003,426584.045,"E08000033"
"Feature","","Scott Street Culvert","0165/14","Simple Culvert","Todmorden",393234.022,421699.033,"E08000033"
"Feature","","Firth House Lane Spill Way","80803","Spillway","Sowood",406314.988,417997.034,"E08000033"
"Feature","","Branch Road Control Gate","0061/96","Control Gates","Stainland",406713.035,419475.952,"E08000033"
"Feature","","Berry Mill Lane Sluice Gate","0282/3","Spillway","Sowood",406070.984,417739.052,"E08000033"
"Feature","","Stanisfield screen","0442/16","Screen","Todmorden",394243.038,424763.966,"E08000033"
"Feature","","Rochdale Road Sluice Gate 2","0668/23","Control Gates","Sowerby Bridge",404658.993,422465.011,"E08000033"
"Feature","","Lower Dean Pipe","","Simple Culvert","Wainstalls",402549.005,429905.962,"E08000033"
"Feature","","NonMainRiver_RoadsNotMotorways","","Simple Culvert","Wainstalls",402553.017,430185.794,"E08000033"
"Feature","","NonMainRiver_RoadsNotMotorways","","Simple Culvert","Wainstalls",402554.492,430135.837,"E08000033"
"Feature","","Height Road Culvert 3","0680/8","Simple Culvert","Mytholmroyd",401609.029,427073.039,"E08000033"
"Feature","","Stoney royd screen","0759/12","Screen","Todmorden",392642.991,425756.039,"E08000033"
"Feature","","Top O' Th' Hill Screen","0368/15","Screen","Todmorden",393579.971,422349.07,"E08000033"
"Feature","","Castle Carr Road Culvert 2","81905","Simple Culvert","Wainstalls",403015.971,430028.953,"E08000033"
"Feature","","Branch Road Penstock.","0100/3","Control Gates","Stainland",406957.983,420082.984,"E08000033"
"Feature","","Old royd road screen","0507/16","Screen","Todmorden",395112.985,423960.965,"E08000033"
"Feature","","Cragg Road Land Drain Culvert","0524/1","Simple Culvert","Mytholmroyd",400773.975,425607.005,"E08000033"
"Feature","","Stanisfield screen","0442/16","Screen","Todmorden",394297.986,424744.982,"E08000033"
"Feature","","Luddenfoot Weir","0503/35","Weir","Luddenden Foot",403955.143,425277.42,"E08000033"
"Feature","","Pennine Grove screen","0345/2","Screen","Todmorden",394492.045,424669.975,"E08000033"
"Feature","","Hollingworth lane culvert","0396/12","Simple Culvert","Todmorden",394010.387,421593.577,"E08000033"
"Feature","","Raw lane culvert","0836/10","Simple Culvert","Mytholmroyd",401429.797,426906.542,"E08000033"
"Feature","","Berry Mill Lane Stepping Stones","0659/30","Spillway","Sowood - Berry Mill Lane",406068.48,417521.1,"E08000033"
"Feature","","Dobroyd road screen","0246/11","Screen","Todmorden",393223.982,423837.989,"E08000033"
"Feature","","Booth - Luddenden Valley""","404324.984","427433.058","",,,"E08000033"
"Feature","","Jerusalem farm weir/ Stepping Stones","0503/97","Weir","Booth",403820.986,427817.04,"E08000033"
"Feature","","Haigh Cote Dam 1","81189","Simple Culvert","Wainstalls",404508.078,429756.075,"E08000033"
"Feature","","Cross Stone Road screen","0442/3","Screen","Todmorden",394383.58,424798.505,"E08000033"
"Feature","","Woodhouse Sluice Gate","0507/6","Screen","Todmorden",394988.034,424249.048,"E08000033"
"Feature","","Allescholes road drain","0183/8","Simple Culvert","Todmorden",393509.006,420412.015,"E08000033"
"Feature","","Rochdale road pipe","82624","Simple Culvert","Sowerby Bridge",405509.997,422984.016,"E08000033"
"Feature","","Luddenden lane weir","0503/1","Weir","Luddenden Foot",404217.003,425700.987,"E08000033"
"Feature","","Moselden Lane Culvert","","Simple Culvert","Booth Wood - Culvert beneath Moselden Lane.",403902.002,416977.068,"E08000033"
"Feature","","Rishworth Mill Lane Sluice Gate","","Control Gates","Rishworth",403614.979,417795.012,"E08000033"
"Feature","","Moselden Lame Culvert 2","","Simple Culvert","Booth Wood - Culvert beneath Moselden Lane.",403807.027,416873.969,"E08000033"
"Feature","","NonMainRiver_RoadsNotMotorways","0164/30","Simple Culvert","Wainstalls",404184.023,428442.07,"E08000033"
"Feature","","Upper Birks Culvert 2","","Simple Culvert","Cragg Vale",400802.029,423937.004,"E08000033"
"Feature","","NonMainRiver_RoadsNotMotorways","0503/52","","Luddenden Foot",403775.546,425130.191,"E08000033"
"Feature","","Blackshaw Clough Culvert 3","","Simple Culvert","Lighthazles",402496.974,420266.986,"E08000033"
"Feature","","White Field Land Drain /Pipe","0621/6","Simple Culvert","Mytholmroyd",400282.288,425803.335,"E08000033"
"Feature","","Reck Beck Stop Log","0653/40","In Channel Stop Logs","Brighouse",412024.166,424904.006,"E08000033"
"Feature","","Height Road Culvert 4","0680/8","Simple Culvert","Mytholmroyd",401609.029,427072.928,"E08000033"
"Feature","","Lee Side Farm Screen","0473/5","Screen","Mankinholes",396633.758,424362.111,"E08000033"
"Feature","","Screen/Grille /US - With Overtop Facility","0183/5","Screen","Todmorden",393890.062,420752.833,"E08000033"
"Feature","","Roms Clough wooden trap - remove","0677/11","Simple Culvert","Pecket Well",400749.361,432424.132,"E08000033"
"Feature","","Roms Clough wooden trap 2 - remove","98613","Simple Culvert","Pecket Well",400593.679,432411.096,"E08000033"
"Feature","","Mill Lane Screen/Grille /US - With Overtop Facility","0035/17","Screen","Luddenden",404164.752,426774.929,"E08000033"
"Feature","","Woodbank Valve /Penstock","0139/12","Control Gates","Warland",394643.951,420201.702,"E08000033"
"Feature","","Pennine Way Pipe","98548","Simple Culvert","Hebden Bridge",397579.014,426424.607,"E08000033"
"Feature","","Reservoir trash screen","0763/12","Screen","Upper Eastwood",396023.737,426485.35,"E08000033"
"Feature","","Jerusalem Road Gully","0434/3","Screen","Booth",403632.786,427791.083,"E08000033"
"Feature","","Pipe in Stream/Diagonal","0164/54","Simple Culvert","Booth",403965.101,428039.01,"E08000033"
"Feature","","Lumb Lane Valve /Penstock","0164/79","Flood Gate","Wainstalls",404717.016,428852.985,"E08000033"
"Feature","","Drain /Pipe","98886","Simple Culvert","Mytholmroyd",401800.557,427308.974,"E08000033"
"Feature","","Pennine Way Stepping Stones","0044/12","Spillway","Hebden Bridge",397996.851,426398.478,"E08000033"
