type,features.type,features.geometry.type,features.geometry.coordinates.0,features.geometry.coordinates.1,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated
"FeatureCollection","Feature","Point",-1.4529219568654026,54.877719562973304,"Data Not Available","Data Not Available","Hastings Hill Farm BESS","Hastings Hill Farm BESS","Hastings Hill Farm","Foxcover Road","Sunderland","Tyne and Wear","SR4 9LB","England",435201,553799,"Offerton","Offerton","Hastings Hills BESS",33,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",38,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",38,38,40,"","","2023-01-26 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.6780210394235224,54.64002091164113,"Data Not Available","Data Not Available","Fylands Bridge BESS","Fylands Bridge BESS","Land Off A688","Next to Fylands Bridge Substation","Bishop Auckland","County Durham","DL14 6RS","England",420879,527259,"Spennymoor GSP","Toronto","Fylands Bridge BESS",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",50.7,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",50.7,16,16.842,"","","2023-02-06 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.3937333751828207,54.803686023493817,"Data Not Available","Data Not Available","Hawthorn Coke Works","Hawthorn Coke Works","Land Near Hawthorn Coke Works","Murton","Durham","County Durham","DH6 2RX","England",439070,545592,"Hawthorn Pit Grid","Hawthorn Pit Grid","Hawthorn Coke Works",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",100,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",100,49.9,52.526,"","","2023-05-04 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.0842873196036666,54.553695814175782,"Data Not Available","Data Not Available","Court Green Farm","Court Green Farm","Court Green Farm","Wilton Lane","Guisborough","North Yorkshire","TS14 6QY","England",459324,517991,"Lackenby","Lackenby","Court Green Farm",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",125,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",125,49.9,52.526,"","","2023-01-06 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.4870191726429225,55.009212897262024,"Data Not Available","Data Not Available","Tyne Tunnel BESS","Tyne Tunnel BESS","Land at Tyne Tunnel Trading Estate","Flatworth","North Shields","Tyne and Wear","NE29 7UT","England",432906,568415,"Tynemouth","Tyne Tunnel BESS","Tyne Tunnel BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",50.6,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",50.6,49.9,52.526,"","","2023-02-03 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.6621630127273239,54.956410636696113,"Data Not Available","Data Not Available","Cross Lane BESS","Cross Lane BESS","Cross Lane","Cross Lane","Gateshead","Tyne and Wear","NE11 9HQ","England",421733,562471,"Stella North","Cross Lane BESS","Cross Lane BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",105.6,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",105.6,100,105.263,"","","2023-04-25 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5520918086671542,54.349862213095179,"Data Not Available","Data Not Available","South Lowfield PV BESS","South Lowfield PV BESS","South Lowfield Farm","Lowfield Lane","Kirkby Fleetham","North Yorkshire","DL7 0SY","England",429212,495017,"Norton","Leeming Bar","South Lowfield PV",33,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",40,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",40,38,40,"","","2023-04-14 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.9197736547295221,55.471597713029595,"Data Not Available","Data Not Available","Station Sawmills BESS","Station Sawmills BESS","A & J Scott Ltd","Station Sawmills","Alnwick","Northumberland","NE66 4XW","England",405170,619755,"Blyth 132kV","Linton","Denwick",20,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",3.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",3.5,0,0,"","","2023-05-03 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.4537444301338696,54.887203984732125,"Data Not Available","Data Not Available","Foxcover Road BESS","Foxcover Road BESS","Foxcover Road","Foxcover Road","Sunderland","Tyne and Wear","SR4 9NL","England",435140,554854,"Offerton","Offerton","Foxcover Road BESS",33,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",30,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",30,30,31.579,"","","2023-05-19 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.1278655201341479,54.56785790467405,"Data Not Available","Data Not Available","Old Hill Farm","Old Hill Farm","Old Hall Farm","Crow Lane","Middlesbrough","North Yorkshire","TS6 8DN","England",456486,519531,"Lackenby","Old Hill Farm","Old Hill Farm Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",250,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",250,228,240,"","","2023-05-10 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5888749490916076,54.9048371840171,"Data Not Available","Data Not Available","Birtley BESS","Birtley BESS","Birtley","Birtley","Gateshead","County Durham","DH3 1JG","England",426460,556757,"Stella South","Ravensworth","Birtley BESS",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",72,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",72,71,74.737,"","","2023-05-12 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5189359852435225,53.993371647946887,"Data Not Available","Data Not Available","Harrogate District Hospital CHP","Harrogate District Hospital CHP","Harrogate District Hospital","Lancaster Park Road","Harrogate","North Yorkshire","HG2 7SX","England",431637,455366,"Knaresborough","Harrogate 132/33kV","Starbeck",11,"Northern Powergrid (Northeast) plc","Fossil - Gas","Engine (combustion / reciprocating)","Yes","","",1.75,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",1.75,0.421,0.443,"","","2023-03-28 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.3135863144952544,54.551627634654004,"Data Not Available","Data Not Available","Bowesfield Crescent BESS","Bowesfield Crescent BESS","East side of","Bowesfield Lane","Stockton-On-Tees","County Durham","TS18 3HR","England",444496,517592,"Norton","Bowesfield","Bowesfield Crescent BESS",33,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",46.2,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",46.2,43,45.263,"","","2023-09-18 00:00:00","","","","","","","",2023-10-13 00:00:00.000
"FeatureCollection","Feature","Point",-1.4855568381414879,54.028492419710808,"Data Not Available","Data Not Available","Low Moor Lane","Low Moor Lane","Scotton","Scotton","Knaresborough","North Yorkshire","HG5 9JA","England",433797,459289,"Knaresborough","Low Moor Lane","Low Moor Lane Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",105.1,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",105.1,99.9,105.158,"","","2023-09-18 00:00:00","","","","","","","",2023-10-13 00:00:00.000
"FeatureCollection","Feature","Point",-1.3495618282718846,54.604193398205965,"Data Not Available","Data Not Available","Thornley BESS","Thornley BESS","Thornley Close Farm","Blakeston Lane","Stockton-On-Tees","County Durham","TS21 3LE","England",442115,523419,"Norton","North Tees","North Tees T1 T2",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",118.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",118.5,99.4,104.632,"","","2023-10-23 00:00:00","","","","","","","",2023-12-12 00:00:00.000
"FeatureCollection","Feature","Point",-1.7662419818137123,54.961354819196281,"Data Not Available","Data Not Available","Dents Hall BESS","Dents Hall BESS","Dents Hall","Greenside","Ryton","Tyne and Wear","NE40 4JD","England",415066,562994,"Stella South","Dents Hall BESS","Dents Hall BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",118.5,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",118.5,99.4,104.632,"","","2023-11-07 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-1.7373663615836388,54.9804186477628,"Data Not Available","Data Not Available","Old Neolith Building BESS","Old Neolith Building BESS","Old Neolith Building","High Street","Newburn","Tyne and Wear","NE15 8LN","England",416907,565122,"Stella South","Old Neolith Building BESS","Old Neolith Building BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",96.24,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",96.24,90,94.737,"","","2023-11-24 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-1.4993508723875197,55.024693615526665,"Data Not Available","Data Not Available","Gosforth Depot BESS","Gosforth Depot BESS","Gosforth Depot","The South Gosforth","South Gosforth","Tyne and Wear","NE3 1DW","England",432105,570132,"Tynemouth","Tynemouth","Gosforth Depot BESS",33,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",20.7,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",20.7,20,21.053,"","","2023-11-05 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-1.5094766267312278,53.779052385328491,"Data Not Available","Data Not Available","Knostrop STW (Arup) Wind Turbine","Knostrop STW (Arup) Wind Turbine","Knostrop CHP","Knostrop Lane","Leeds","West Yorkshire","LS9 0PJ","England",432422,431525,"Skelton Grange","Leeds East","Knostrop",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",2,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",2,2,2.105,"","","2015-10-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.17688504803088723,53.621789119570437,"Data Not Available","Data Not Available","Port of Immingham Development","Port of Immingham Development","Immingham Development","Queens Road","Immingham","Lincolnshire","DN40 1QN","England",520680,415461,"Grimsby West","Immingham","Queens Road",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",16.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",16.5,16.5,17.368,"","","2017-06-30 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.19244842072961496,53.614968395811985,"Data Not Available","Data Not Available","Immingham Stallingborough Properties Generation","Immingham Stallingborough Properties Generation","Phase 2","Greenpark Energy","Immingham","Lincolnshire","DN40","England",519670,414676,"Grimsby West","Immingham","Immingham Stallingborough",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",24,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",24,24,25.263,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.5140320419957818,53.569555101986744,"Data Not Available","Data Not Available","Whaley Road Large Generation","Whaley Road Large Generation","Wordsworth Crushing","Whaley Road","Barnsley","South Yorkshire","S75 1HT","England",432281,408215,"West Melton Section 3","Barugh 132/66kV","Whaley Road Generation",66,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",35,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",35,35,36.842,"","","2017-07-04 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4455912828143045,53.547020247041196,"Data Not Available","Data Not Available","Hunningley BESS","Hunningley BESS","Hunningley","Hopewell Street","Barnsley","South Yorkshire","S70 3EL","England",436833,405741,"West Melton Section 3","Hunningley BESS","Hunningley BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",40,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",40,40,42.105,"","","2016-06-20 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.69741577095681351,53.621160811200575,"Data Not Available","Data Not Available","HRS Biomass","HRS Biomass","Flixborough HRS","Stather Road","Flixborough","Lincolnshire","DN15 8SE","England",486255,414635,"Keadby","HRS Biomass","HRS Biomass Direct",132,"Northern Powergrid (Yorkshire) plc","Biomass","Steam turbine (thermal power plant)","No","","",63,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",63,63,66.316,"","","2017-06-12 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.097101530391537225,53.581576695918379,"Data Not Available","Data Not Available","Grimsby Power Station (Ex-Tioxide)","Grimsby Power Station (Ex-Tioxide)","Grimsby Power Station","Moody Lane","Grimsby","Lincolnshire","DN31 2SY","England",526076,411126,"Grimsby West","Yarborough Road 132/33kV","Tioxide 1/2",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",18,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",18,18,18.947,"","","2017-11-16 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1359380281389353,53.70509034200235,"Data Not Available","Data Not Available","Saint Gobain Glass UK Limited (Non-Exporting)","Saint Gobain Glass UK Limited (Non-Exporting)","Weeland Road","Eggborough","Goole","East Yorkshire","DN14 0FD","England",457137,423531,"Ferrybridge A","Ferrybridge A","Saint Gobain Glassworks",66,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",5.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",5.9,0,0,"","","2017-12-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0716107065702745,53.4128911961899,"Data Not Available","Data Not Available","Snape Lane Project","Snape Lane Project","Snape Lane","Harworth","Doncaster","South Yorkshire","DN11 8RU","England",461807,391077,"Thurcroft","Thurcroft","Harworth",11,"Northern Powergrid (Yorkshire) plc","Other","Other","No","","",7,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",7,7,7.368,"","","2017-02-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.42465352253341782,53.607040648830576,"Data Not Available","Data Not Available","BESS, Bemis Elsham Ltd","BESS, Bemis Elsham Ltd","Bemis Elsham LTD","The Flarepath","Brigg","Lincolnshire","DN20 0SP","England",504330,413429,"Keadby","Santon","Wrawby",11,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",1.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",1.5,0.19,0.2,"","","2018-02-13 00:00:00","","","","","","","",2023-09-11 00:00:00.000
