type,features.type,features.geometry.type,features.geometry.coordinates.0,features.geometry.coordinates.1,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated
"FeatureCollection","Feature","Point",-0.9599081356896475,53.732086495207732,"Data Not Available","Data Not Available","Rusholme Grange BESS","Rusholme Grange BESS","Rusholme Lane","Drax","Selby","North Yorkshire","YO8 8PW","England",468713,426690,"Camblesforth","Camblesforth","Rusholme Windfarm",66,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",35,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",35,35,36.842,"","","2021-05-17 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2903921473787976,53.715146631931084,"Data Not Available","Data Not Available","Holmfield Lane BESS","Holmfield Lane BESS","Land East of","Holmfield Lane","Knottingley","West Yorkshire","WF11 8SF","England",446930,424537,"Ferrybridge B","Holmfield Lane BESS","Holmfield Lane BESS Direct",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",50,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",50,50,52.632,"","","2022-01-21 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.22731088878433275,53.748011793353392,"Data Not Available","Data Not Available","Yorkshire Energy Park CHP","Yorkshire Energy Park CHP","Yorkshire Energy Park","Staithes Road","Hull","East Yorkshire","HU12 8DX","England",516995,429418,"Saltend North","Saltend 132/33kV","Yorkshire Water Hull Road",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",5.588,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",5.588,5.588,5.882,"","","2022-03-03 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.49170992186406,53.736042167049121,"Data Not Available","Data Not Available","Greenfield Produce BESS","Greenfield Produce BESS","Cemetery Lane","Carlton","Wakefield","West Yorkshire","WF3 3QT","England",433627,426748,"Skelton Grange","Greenfield Produce BESS","Greenfield Produce BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",49.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.9,49.9,52.526,"","","2022-05-17 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1724356842400341,53.422468216096895,"Data Not Available","Data Not Available","Maltby BESS","Maltby BESS","Land at Tickhill Road","Maltby","Rotherham","South Yorkshire","S66 7QN","England",455093,392060,"Thurcroft","Thurcroft","Maltby Colliery",66,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",30,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",30,30,31.579,"","","2022-05-16 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0446436515400308,53.790317465154494,"Data Not Available","Data Not Available","Magazine BESS","Magazine BESS","Land at the Magazine","Hull Road","Selby","North Yorkshire","YO8 5BA","England",463036,433090,"Drax","Magazine BESS","Magazine BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",80,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",80,80,84.211,"","","2022-06-30 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4457925723912393,53.400858092940425,"Data Not Available","Data Not Available","Petre Street BESS","Petre Street BESS","LAND OFF","Petre Street","Sheffield","South Yorkshire","S4 8LU","England",436946,389480,"Pitsmoor 3/4","Pitsmoor 3/4","Petre Street Generation",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",49.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.5,49.5,52.105,"","","2022-06-30 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2944095205331612,53.718648812843078,"Data Not Available","Data Not Available","Ferrybridge BESS","Ferrybridge BESS","Stangelands Lane","Knottingley","Wakefield","West Yorkshire","WF11 8SD","England",446661,424924,"Ferrybridge B","Ferrybridge BESS","Ferrybridge BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",94.9,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",94.9,94.9,99.895,"","","2022-06-23 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4333301011850348,53.406075984196541,"Data Not Available","Data Not Available","Vox Sydney BESS","Vox Sydney BESS","Upwell Street","Upwell Street","Sheffield","South Yorkshire","S4 8BG","England",437770,390067,"Pitsmoor 3/4","Pitsmoor 3/4","Vox Sydney BESS",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",30,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",30,30,31.579,"","","2022-12-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.9924398423755616,53.811893830605158,"Data Not Available","Data Not Available","Selby STOR BESS","Selby STOR BESS","Selby STOR","Whitemoor Business Park","Selby","North Yorkshire","YO8 6EG","England",466441,435538,"Drax","Osgodby 1/2","Whitemoor",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",23.8,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",23.8,20,21.053,"","","2022-12-12 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.99271711751041636,53.732492533771122,"Data Not Available","Data Not Available","Oak Energy Park","Oak Energy Park","Land at New Oak Farm","Brigg Lane","Selby","North Yorkshire","Y08 8HD","England",466548,426704,"Drax","Oak Energy Park","Oak Energy Park Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",110.2,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",110.2,100,105.263,"","","2022-12-12 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3803134193286943,53.421138467561292,"Data Not Available","Data Not Available","Vox Magna BESS","Vox Magna BESS","Magna Way","Templeborough","Rotherham","South Yorkshire","S60 1FD","England",441280,391772,"Templeborough 275/33kV","Templeborough 275/33kV","Vox Magna BESS",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",30,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",30,30,31.579,"","","2023-01-16 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0897187747429151,53.581425611678412,"Data Not Available","Data Not Available","Fordstead Ln 180MW BESS","Fordstead Ln 180MW BESS","Fordstead Ln","Fordstead Ln","Doncaster","South Yorkshire","DN3 1ET","England",460364,409811,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Fordstead Lane BESS",66,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",180,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",180,180,189.474,"","","2023-01-27 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.5010267404951514,53.778828788758325,"Data Not Available","Data Not Available","Skelton Ltd","Skelton Ltd","Skelton Ltd","46, Knowsthorpe Way","Leeds","West Riding","LS9 0SW","England",432979,431504,"Skelton Grange","Leeds East","Pontefract Lane 1/2",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",3.093,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",3.093,3.093,3.256,"","","2023-01-11 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3929393643371617,53.686929461303869,"Data Not Available","Data Not Available","Sunny Dairy Farm Energy Park","Sunny Dairy Farm Energy Park","Sunny Dairy Farm Energy Park","New Road","Old Snydale","West Yorkshire","WF7 6HB","England",440189,421335,"Ferrybridge B","Sunny Dairy Farm Energy Park","Sunny Dairy Farm Energy Park Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",70,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",70,70,73.684,"","","2022-01-10 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.1505860467468769,53.7871057050733,"Data Not Available","Data Not Available","Scalm Park","Scalm Park","Scalm Park PV/BESS Plant","Hambleton-Scalm Wood Public Footpath","Hambleton","North Yorkshire","YO8 3RD","England",456061,432644,"Ferrybridge B","Scalm Park","Scalm Park Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",49.9,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",49.9,49.9,52.526,"","","2022-06-10 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.4919728384124842,53.406609388129475,"Data Not Available","Data Not Available","Owlerton Sports Stadium BESS","Owlerton Sports Stadium BESS","Owlerton Sports Stadium","Penistone Road","Sheffield","North Yorkshire","S6 2DE","England",433871,390097,"Neepsend","Neepsend","Owlerton Sports Stadium BESS",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",40,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",40,40,42.105,"","","2023-02-17 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.462419540667971,53.315451210568938,"Data Not Available","Data Not Available","Dyche Lane BESS","Dyche Lane BESS","Dyche Lane","Coal Aston","Dronfield","Derbyshire","S18 3AA","England",435912,379970,"Jordanthorpe","Jordanthorpe","Dyche Lane BESS",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",45,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",45,45,47.368,"","","2023-03-23 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.8745102774879039,53.810080950964256,"Data Not Available","Data Not Available","Old Allen Road BESS","Old Allen Road BESS","Old Allen Road","Wilsden","Bradford","West Yorkshire","BD13 3RY","England",408361,434873,"Bradford West","Old Allen Road BESS","Old Allen Road BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",99.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",99.9,99.9,105.158,"","","2023-04-25 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.1579645691965725,53.7005282295952,"Data Not Available","Data Not Available","Eggborough WtE Plant & BESS","Eggborough WtE Plant & BESS","Eggborough WtE Plant and BESS","North Point Business Park","Goole","West Yorkshire","DN14 0LD","England",455689,423006,"Ferrybridge A","Ferrybridge A","Hut Green Generation",66,"Northern Powergrid (Yorkshire) plc","Waste","Steam turbine (thermal power plant)","No","","",20,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",20,20,21.053,"","","2023-05-19 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.641420894141506,53.596906338350365,"Data Not Available","Data Not Available","Vox Winterton BESS","Vox Winterton BESS","Land adjacent to Madford Madford Retail Park","Winterton Road","Scunthorpe","Lincolnshire","DN15 0DH","England",490010,412006,"Keadby","Vox Winterton BESS","Vox Winterton BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",80,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",80,80,84.211,"","","2021-10-15 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.73891865565656289,53.601874645069977,"Data Not Available","Data Not Available","Keadby BESS","Keadby BESS","Salisbury House Farm","Keadby","Scunthorpe","Lincolnshire","DN17 3EY","England",483548,412440,"Keadby","Keadby BESS","Keadby BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",99,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",99,99,104.211,"","","2021-12-15 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.791498380244722,53.795629757924189,"Data Not Available","Data Not Available","NEL Windsor BESS","NEL Windsor BESS","NEL Windsor","DUNCOMBE ROAD","Bradford","West Yorkshire","BD8 9TB","England",413832,433278,"Bradford West","NEL Windsor BESS","NEL Windsor BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",80,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",80,50,52.632,"","","2023-06-21 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.47225251350034,53.851589708708779,"Data Not Available","Data Not Available","Elawan Energy BESS Whinmoor","Elawan Energy BESS Whinmoor","Land on the south side of the Main Street","Shadwell","Leeds","West Yorkshire","LS17 8JG","England",434815,439613,"Ferrybridge B","Elawan Energy BESS Whinmoor","Elawan Energy BESS Whinmoor Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",80,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",80,80,84.211,"","","2023-06-09 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.30779125598452145,53.800188682304885,"Data Not Available","Data Not Available","NEP Bransholme BESS","NEP Bransholme BESS","Bransholme Dairy Farm","Bransholme Road","Hull","East Yorkshire","HU7 4YP","England",511550,435093,"Creyke Beck","Bransholme","NEP Bransholme BESS",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",40,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",40,40,42.105,"","","2023-07-03 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.8790180452655569,53.805672490777376,"Data Not Available","Data Not Available","Allen Park Farm BESS","Allen Park Farm BESS","Allen Park Farm","Ten Yards Lane","Bradford","West Yorkshire","BD13 3SD","England",408065,434382,"Bradford West","Allen Park Farm BESS","Allen Park Farm BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",49.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.9,49.9,52.526,"","","2023-07-04 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.4283951066109255,54.000285224738995,"Data Not Available","Data Not Available","Harmony Energy Storage BESS","Harmony Energy Storage BESS","LAND ADJACENT TO DRIFFIELD SUBSTATION","WANSFORD ROAD","Driffield","East Yorkshire","YO25 5NN","England",503114,457171,"Creyke Beck","Driffield/Beverley Group","Harmony Energy Storage",66,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",60,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",60,30,31.579,"","","2021-03-23 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.30131169165845439,54.0618646739489,"Data Not Available","Data Not Available","Thornholme Energy Centre","Thornholme Energy Centre","Manor Farm","Thornholme","Driffield","East Yorkshire","YO25 4NN","England",511279,464214,"Creyke Beck","Driffield/Beverley Group","Thornholme Energy Centre",66,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",36,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",36,36,37.895,"","","2021-11-12 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.5558262906378062,53.735433938035889,"Data Not Available","Data Not Available","Thorpe Lane BESS","Thorpe Lane BESS","Tingley Garden Centre","Thorpe Lane","Leeds","West Yorkshire","WF3 1SL","England",429398,426652,"Skelton Grange","Thorpe Lane BESS","Thorpe Lane BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",49.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.9,49.9,52.526,"","","2023-08-30 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.94615009235517677,53.614755043663514,"Data Not Available","Data Not Available","Thorne Poultry CHP","Thorne Poultry CHP","Thorne Poultry Limited","Coulman Street","Doncaster","South Yorkshire","DN8 5JT","England",469814,413650,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Thorne",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",1.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",1.5,1.5,1.579,"","","2023-04-11 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.1265919526713659,53.502825022098719,"Data Not Available","Data Not Available","Doncaster BESS 2","Doncaster BESS 2","Donbat Battery Site","Junction 3","Balby Carr Bank","South Yorkshire","DN4 8DE","England",458030,401036,"West Melton / Thorpe Marsh","Mallard Way","Balby Carr Bank",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",16.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",16.5,16.5,17.368,"","","2023-09-25 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.489177000632891,53.403927838170141,"Data Not Available","Data Not Available","Neepsend Energy Park","Neepsend Energy Park","Land","Club Mill Road Road","Sheffield","South Yorkshire","S6 2BL","England",434059,389800,"Neepsend","Neepsend","Neepsend Energy Park",33,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",45,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",45,45,47.368,"","","2023-09-15 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.3376843612157516,53.3619975583088,"Data Not Available","Data Not Available","Chesterfield Energy Storage Plant","Chesterfield Energy Storage Plant","Chesterfield Road","Swallownest","Sheffield","North Yorkshire","S26 4XB","England",444174,385218,"Thurcroft","Thurcroft","Beighton",66,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",20.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",20.9,20.9,22,"","","2023-10-13 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.1596497834821193,53.618906951100115,"Data Not Available","Data Not Available","Askern BESS","Askern BESS","Askern Greenpark","Campsall Road","Doncaster","South Yorkshire","DN6 0XX","England",455685,413924,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Askern",66,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",20.85,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",20.85,20.85,21.947,"","","2023-10-06 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.7299123758902339,53.740715980800942,"Data Not Available","Data Not Available","Staygate BESS","Staygate BESS","Land at Mount of Olives Farm","Cliff Hollins","Bradford","West Yorkshire","BD19 6BU","England",417912,427182,"Skelton Grange","Staygate BESS","Staygate BESS Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",70,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",70,70,73.684,"","","2023-10-30 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-1.2047783231068263,54.088099159622473,"Data Not Available","Data Not Available","Alne Material Recycling Facility","Alne Material Recycling Facility","Alne Materials Recycling Facility","Forest Lane","Alne","North Yorkshire","YO61 1TU","England",452115,466091,"Knaresborough","Husthwaite","Husthwaite 33/11kV",11,"Northern Powergrid (Northeast) plc","Waste","Engine (combustion / reciprocating)","No","","",2,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",2,2,2.105,"","","2018-02-05 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.30976798828739,54.636748501270063,"Data Not Available","Data Not Available","Chapel Lane Diesel - non exporting backup only","Chapel Lane Diesel - non exporting backup only","Chapel Lane North","Wynyard","Billingham","County Durham","TS22 5TH","England",444650,527066,"Hartmoor","Hartmoor","Wynyard",11,"Northern Powergrid (Northeast) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",18.526315789473689,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",18.526315789473689,0,0,"","","2018-12-12 12:12:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.1822406681704571,54.6076098012953,"Data Not Available","Data Not Available","Seal Sands HRS Biomass","Seal Sands HRS Biomass","Seneca Global Energy","Seal Sands Road","Seal Sands","County Durham","TS2 1UB","England",452919,523912,"Saltholme","Seal Sands HRS Biomass","Seal Sands HRS Biomass Direct",132,"Northern Powergrid (Northeast) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",40,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",40,40,42.105,"","","2019-02-16 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.2089517168668171,54.644903493600445,"Data Not Available","Data Not Available","Toffts Road Steam - Saltholme","Toffts Road Steam - Saltholme","Tofts Road West","Tofts Farm Industrial Estate West Brenda","Hartlepool","County Durham","TS25 2BQ","England",451147,528042,"Saltholme","Toffts Road Steam","Toffts Road Steam Direct",132,"Northern Powergrid (Northeast) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",49.999,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.999,49.999,52.631,"","","2019-09-06 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.2748163256360607,54.588805572800872,"Data Not Available","Data Not Available","Cassel CHP (LUCITE)","Cassel CHP (LUCITE)","CASSEL WORKS","New Road","Billingham","County Durham","TS23 1LE","England",446961,521754,"Norton","North Tees","Lucite",66,"Northern Powergrid (Northeast) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",25,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",25,3,3.158,"","","2020-06-03 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-0.79679897605125294,54.141921071714265,"Data Not Available","Data Not Available","Norton Bacon Factory","Norton Bacon Factory","Karro Food Group","Hugden Way","Malton","North Yorkshire","Y017 9HQ","England",478699,472456,"Osbaldwick","Malton Grid","Malton",11,"Northern Powergrid (Northeast) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",2.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",2.5,0,0,"","","2021-02-05 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5485160571942489,54.699369516601344,"Data Not Available","Data Not Available","Thinford Storage BESS","Thinford Storage BESS","Thinford Storage","East Howle Farm","Ferryhill","County Durham","DL17 8SA","England",429195,533909,"Spennymoor GSP","Thinford BESS","Thinford BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",104.4,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",104.4,99.9,105.158,"","","2021-06-14 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.4048741363348298,54.088562711105652,"Data Not Available","Data Not Available","Reed Boardall Cold Storage","Reed Boardall Cold Storage","Reed Boardall Cold Storage","Bar Lane","York","North Yorkshire","YO51 9NN","England",439026,466014,"Knaresborough","Wormald Green 132/33kV","Roecliffe Industrial",11,"Northern Powergrid (Northeast) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",2,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",2,0,0,"","","2021-07-29 00:00:00","","","","","","","",2023-11-14 00:00:00.000
